Country ,UNSCRegGrp,LocationCode,ISO3_CODE,ISO2_CODE,SDMX,TwentyTwo,TwentyThree,TwentyFour,TwentyFive,TwentySix,TwentySeven,TwentyEight,TwentyNine,Thirty,ThirtyOne,ThirtyTwo,ThirtyThree,ThirtyFour,ThirtyFive,ThirtySix,ThirtySeven,ThirtyEight,ThirtyNine,Fourty,FourtyOne,FourtyTwo,FourtyThree,FourtyFour,FourtyFive,FourtySix,FourtySeven,FourtyEight,FourtyNine,Fifty,FiftyOne,FiftyTwo,FiftyThree,FiftyFour,FiftyFive,FiftySix,FiftySeven,FiftyEight,FiftyNine,Sixty,SixtyOne,SixtyTwo,SixtyThree,SixtyFour,SixtyFive,SixtySix,SixtySeven,SixtyEight,SixtyNine,Seventy,SeventyOne,SeventyTwo,SeventyThree,SeventyFour,SeventyFive,SeventySix,SeventySeven,SeventyEight,SeventyNine,Eighty,EightyOne,EightyTwo,EightyThree,EightyFour,EightyFive,EightySix,EightySeven,EightyEight,EightyNine,Ninety,NinetyOne,NinetyTwo,NinetyThree,NinetyFour,NinetyFive,NinetySix,NinetySeven,NinetyEight,NinetyNine,OneHundred
South Africa,African Group,710,ZAF,ZA,710,59893886,60414494,61020221,61673081,62305038,62918916,63514502,64093732,64659278,65211526,65752924,66284188,66804167,67314133,67815934,68308246,68788495,69256823,69713937,70160652,70595131,71016168,71423671,71816201,72192155,72551392,72894219,73220859,73529753,73819238,74089701,74342981,74580110,74799050,75001120,75188808,75362119,75520304,75663198,75793041,75912773,76022453,76120998,76208046,76283732,76351934,76412771,76462114,76502155,76536239,76563062,76578860,76584112,76579882,76567382,76548374,76522764,76488404,76445383,76396514,76341014,76280819,76216709,76146535,76071992,75994768,75913622,75827380,75736555,75640985,75538822,75431324,75319878,75203788,75084182,74959932,74830455,74697591,74559590
Benin,African Group,204,BEN,BJ,204,13352864,13712828,14080072,14454199,14832937,15216009,15603721,15996446,16393827,16795573,17201982,17613873,18030402,18450172,18874268,19303369,19737070,20176029,20620647,21069601,21522780,21980068,22440979,22905813,23373374,23842061,24313238,24787656,25264035,25742183,26220469,26699212,27178512,27657733,28138196,28617711,29094226,29570468,30047895,30526109,31004245,31480457,31956065,32430754,32903326,33375405,33847129,34314961,34777866,35238252,35696667,36154142,36608678,37056954,37501952,37944739,38383265,38818686,39250774,39676128,40095914,40510862,40918116,41320827,41719417,42111974,42499584,42878845,43250534,43617990,43980480,44335256,44681929,45022924,45357192,45683317,46002061,46313300,46617383
Burkina Faso,African Group,854,BFA,BF,854,22673762,23251485,23840247,24436925,25040390,25650897,26267784,26892086,27523563,28160684,28803224,29451315,30104222,30759536,31416263,32074082,32733314,33392206,34050733,34710916,35368934,36023133,36675188,37324984,37971748,38617148,39262199,39903786,40541548,41175394,41803795,42428162,43046898,43658231,44263625,44862060,45453291,46037583,46613403,47184785,47752734,48314310,48869788,49416776,49954638,50483364,51002519,51513083,52013454,52502030,52980177,53449353,53906530,54349564,54779920,55197961,55604547,56001078,56387242,56758553,57116818,57463768,57798215,58121568,58431836,58727157,59010182,59280900,59539304,59785713,60020908,60247672,60464231,60669116,60864213,61049511,61223138,61386260,61539300
Cabo Verde,African Group,132,CPV,CV,132,593150,598682,604461,610209,615948,621716,627468,633178,638840,644430,649958,655419,660774,666035,671179,676185,681044,685740,690288,694697,698960,703079,707058,710870,714525,718032,721360,724501,727457,730244,732869,735335,737648,739804,741791,743605,745243,746696,747960,749046,749950,750660,751185,751506,751606,751476,751132,750592,749832,748844,747652,746279,744718,742980,741056,738936,736650,734216,731628,728908,726080,723160,720139,717034,713881,710659,707378,704082,700778,697464,694130,690789,687454,684105,680747,677391,674041,670696,667364
Côte d'Ivoire,African Group,384,CIV,CI,384,28160543,28873034,29603302,30344181,31095448,31857149,32630380,33415862,34211272,35016385,35831986,36657338,37489206,38326368,39169609,40018237,40870342,41725788,42586278,43451200,44319052,45190222,46065288,46942511,47821216,48702637,49586273,50470989,51358242,52248891,53141507,54034627,54927616,55819298,56712299,57609478,58503986,59392853,60281431,61167091,62044772,62916412,63785629,64650950,65510356,66365674,67214374,68055273,68889032,69716248,70538866,71354341,72161438,72957337,73743598,74522459,75292134,76050685,76798273,77536456,78264697,78981659,79686112,80377168,81056328,81724013,82379928,83023967,83657777,84279088,84889584,85489117,86075676,86654229,87222626,87778014,88322000,88852932,89366995
Gambia,African Group,270,GMB,GM,270,2705992,2773168,2841804,2911208,2981096,3051308,3121685,3192412,3263651,3335154,3406846,3478942,3551235,3623616,3696214,3768766,3841110,3913159,3984778,4056054,4126791,4196882,4266668,4336076,4405075,4473508,4541057,4607658,4673742,4739403,4804254,4868481,4932104,4994705,5056357,5117439,5177704,5236987,5295353,5352804,5409496,5465322,5520138,5574008,5626996,5679036,5729699,5778946,5827158,5874254,5920052,5964522,6007776,6049863,6090489,6129670,6167722,6204524,6239890,6274076,6306978,6338296,6368006,6396248,6423264,6448814,6473148,6496364,6518160,6538736,6557904,6575641,6592208,6607698,6622080,6635135,6646963,6657714,6667396
Ghana,African Group,288,GHA,GH,288,33475871,34121985,34777522,35439785,36102736,36767488,37435099,38104805,38775850,39447704,40121418,40797660,41475941,42158201,42844159,43533064,44223240,44910363,45595915,46280424,46961808,47640796,48318003,48988100,49650303,50306482,50955129,51596894,52231784,52859802,53479556,54088921,54688859,55278504,55860700,56435445,56999668,57558075,58109963,58654292,59192188,59720681,60240747,60752860,61255455,61750655,62236967,62716478,63190565,63656832,64116349,64567716,65008006,65438902,65860868,66272614,66676704,67070908,67452594,67823906,68184739,68534550,68872356,69196037,69508405,69810464,70102044,70383394,70652939,70912471,71162508,71402386,71631859,71851742,72063671,72266277,72460269,72647096,72826468
Guinea,African Group,324,GIN,GN,324,13859340,14190612,14528770,14873052,15220392,15568760,15918453,16269856,16622387,16976052,17330988,17687444,18044749,18402323,18759589,19115845,19471306,19827660,20185302,20542980,20900497,21256643,21611646,21966440,22319580,22669657,23018196,23366122,23711700,24054128,24393988,24729625,25060331,25387425,25711015,26031641,26346869,26656836,26961882,27260232,27554231,27844495,28128440,28406103,28678485,28944619,29204357,29458803,29707580,29950404,30187037,30416859,30640077,30856683,31066325,31268952,31465467,31656447,31841066,32019660,32190991,32354311,32510468,32659836,32802848,32939602,33069952,33193169,33311488,33425350,33533719,33635026,33729776,33818688,33901660,33979254,34050906,34117293,34178282
Guinea-Bissau,African Group,624,GNB,GW,624,2105565,2150842,2197149,2244368,2291896,2339676,2387792,2436201,2484863,2533716,2582689,2631836,2681179,2730576,2779923,2829211,2878439,2927526,2976354,3024905,3073149,3121217,3168974,3216222,3263074,3309375,3355176,3400527,3445289,3489390,3532788,3575738,3618295,3660149,3701323,3741980,3781946,3821130,3859590,3897559,3934826,3971274,4007032,4042037,4076529,4110496,4143878,4176551,4208333,4239278,4269471,4298920,4327378,4354826,4381327,4406992,4431902,4455925,4479050,4501260,4522627,4542976,4562307,4580795,4598322,4615078,4631161,4646400,4660786,4674410,4687379,4699682,4711232,4722054,4732209,4741596,4750324,4758490,4765962
Liberia,African Group,430,LBR,LR,430,5302681,5418376,5536949,5657228,5779303,5902858,6028036,6154516,6282074,6410626,6539863,6670120,6800916,6932308,7064345,7196804,7329593,7462143,7594350,7726262,7857657,7988702,8119670,8249922,8379107,8507778,8635984,8763580,8890700,9016680,9141552,9265807,9389262,9512104,9633859,9754062,9873414,9991286,10107694,10223412,10337516,10449841,10560646,10670494,10778920,10885645,10991351,11095503,11197486,11297762,11396337,11492836,11587135,11679130,11768605,11855599,11940196,12022245,12102636,12181028,12256446,12329158,12399467,12467052,12532153,12594960,12655564,12714058,12769796,12823126,12875146,12925585,12974012,13020415,13064651,13107256,13148578,13188191,13226140
Mali,African Group,466,MLI,ML,466,22593590,23293698,24015789,24758658,25518081,26292781,27083625,27890510,28712294,29550408,30404609,31272674,32155238,33051142,33959625,34881647,35811410,36745659,37687790,38640265,39601808,40569803,41544496,42526196,43508588,44489504,45473455,46457488,47439803,48423321,49408177,50391290,51369962,52348488,53329387,54306257,55276888,56247296,57218253,58188614,59157330,60116402,61068198,62013086,62949279,63880496,64805051,65719829,66622485,67513141,68394709,69266170,70124688,70969504,71805062,72627379,73434674,74233137,75017018,75785234,76541346,77281629,78001846,78705024,79391353,80057149,80702410,81332321,81945929,82542443,83121639,83681544,84222986,84743051,85244467,85728390,86194302,86645133,87079523
Mauritania,African Group,478,MRT,MR,478,4736139,4862988,4993922,5128142,5264526,5403200,5543996,5686446,5830562,5976298,6123818,6273096,6424062,6576462,6729985,6884282,7038820,7193387,7348229,7503612,7659504,7816017,7972905,8129917,8286960,8443897,8600536,8757322,8914673,9072492,9230222,9387846,9545347,9702915,9860748,10017985,10174508,10330006,10484816,10639438,10793660,10947287,11099844,11251080,11401068,11549832,11697076,11842836,11987316,12130474,12271881,12411651,12549855,12686942,12822584,12955752,13086872,13215758,13342329,13467970,13592458,13714132,13833502,13951134,14066715,14179985,14290560,14398970,14505348,14609665,14711364,14810652,14908325,15003593,15096766,15187918,15277068,15364742,15450984
Niger,African Group,562,NER,NE,562,26207977,27202843,28238972,29315971,30427550,31572965,32753299,33969220,35217942,36498899,37815958,39167074,40551808,41971174,43423749,44909739,46431153,47985369,49566690,51181048,52829810,54507499,56212091,57946395,59709808,61501999,63323897,65171542,67043296,68934312,70845051,72777763,74730106,76701575,78691383,80697299,82710065,84728772,86760446,88808072,90869894,92939658,95024936,97128585,99241890,101355273,103467355,105582845,107699638,109816690,111933526,114052174,116169611,118284220,120393262,122491283,124580386,126665746,128744959,130813384,132874226,134925940,136965048,138991055,141007050,143006426,144985399,146942477,148878637,150796971,152692196,154566248,156422121,158252737,160055585,161831477,163580628,165307884,167008298
Nigeria,African Group,566,NGA,NG,566,218541212,223804632,229152216,234573603,240054483,245599161,251201204,256866062,262580426,268333201,274119414,279925063,285756014,291591598,297416662,303246596,309097424,314949915,320779660,326599329,332393067,338154157,343902355,349603701,355245595,360853520,366429556,371960240,377459883,382907203,388269434,393553039,398765113,403930803,409057341,414134702,419146599,424079002,428942394,433771126,438585987,443332357,447986080,452547705,456994203,461366336,465665250,469857517,473939499,477912000,481808242,485629571,489350341,492948645,496424780,499794399,503044220,506183389,509211429,512127701,514937044,517626997,520211231,522685448,525017922,527226386,529328742,531318166,533192461,534963916,536636124,538189204,539633792,540970120,542202604,543330974,544348046,545269102,546091662
Saint Helena,,654,SHN,SH,654,914000,5374,5313,5254,5196,5133,5072,5014,4954,4895,4833,4768,4704,4649,4590,4530,4474,4421,4365,4313,4264,4216,4172,4126,4079,4034,3995,3955,3914,3874,3835,3792,3753,3716,3676,3636,3595,3560,3526,3489,3456,3426,3398,3372,3344,3317,3290,3264,3242,3224,3207,3186,3168,3155,3140,3127,3114,3097,3085,3074,3062,3048,3034,3024,3013,2998,2987,2974,2961,2947,2931,2919,2906,2892,2878,2862,2848,2833,2819
Senegal,African Group,686,SEN,SN,686,17316449,17763163,18221567,18687800,19161050,19641034,20128434,20623578,21125872,21635686,22153523,22679016,23211962,23753290,24303115,24860626,25424698,25993655,26568156,27148556,27732291,28321001,28916792,29516982,30119469,30724934,31334118,31947265,32562869,33179978,33798654,34419404,35041619,35665650,36291914,36919348,37547731,38176068,38803343,39431609,40062722,40694682,41327314,41959260,42590424,43223440,43856931,44488363,45116811,45744198,46370624,46995936,47619943,48241918,48860685,49475072,50086879,50696757,51302066,51902665,52500009,53089897,53673392,54251318,54821393,55384738,55942465,56495792,57042167,57576508,58102755,58625383,59141478,59647700,60144124,60633039,61114254,61588220,62054836
Sierra Leone,African Group,694,SLE,SL,694,8605718,8791092,8977972,9165376,9353150,9540988,9728848,9917104,10105188,10292482,10479347,10666285,10852748,11037682,11220979,11402875,11583095,11761686,11938548,12113573,12286370,12457057,12626220,12793558,12958857,13122257,13283012,13440438,13595023,13747660,13898072,14045664,14190036,14331676,14470926,14606993,14739551,14868164,14993238,15114456,15231306,15344427,15453397,15558524,15660088,15758034,15852990,15944502,16031833,16115154,16194928,16270946,16343462,16411916,16475776,16535527,16591197,16643294,16691488,16735848,16776779,16813579,16847090,16877652,16904581,16928019,16948315,16965353,16979454,16990764,16998747,17003371,17005234,17004620,17001760,16996801,16989077,16978646,16965728
Togo,African Group,768,TGO,TG,768,8848698,9053799,9260864,9470158,9682133,9896486,10113396,10333904,10558178,10784898,11014261,11246734,11481745,11719540,11959996,12202364,12446712,12693111,12941012,13189909,13439606,13690908,13943382,14197015,14452162,14707912,14964474,15221354,15478883,15736974,15994580,16251712,16508525,16765558,17023640,17282173,17540686,17800107,18060334,18320416,18579904,18838554,19095842,19352014,19606999,19861583,20115289,20366722,20617119,20865940,21113009,21358896,21601597,21841238,22079465,22315449,22548309,22778393,23006622,23232985,23455796,23675532,23893149,24108338,24320015,24528789,24735249,24938768,25139459,25337145,25532466,25725705,25916014,26102438,26284175,26462046,26637933,26810849,26980350
Kazakhstan,Asia-Pacific Group,398,KAZ,KZ,398,19397998,19606634,19828165,20055854,20277784,20494584,20707376,20918059,21128221,21337806,21547475,21758123,21970103,22183607,22398846,22616594,22836868,23059676,23285399,23514590,23746703,23981452,24217948,24453953,24688978,24922400,25153483,25383063,25609978,25833844,26054494,26271590,26486512,26698832,26908052,27114448,27317473,27516616,27712624,27906297,28097819,28287330,28474353,28659259,28842910,29025232,29207858,29390488,29572747,29755339,29938176,30121541,30304621,30487317,30668944,30849603,31029234,31206711,31383135,31558848,31731943,31901667,32069262,32233796,32394874,32552459,32704709,32851321,32992345,33127398,33256210,33380034,33498704,33611408,33719110,33821098,33916994,34007853,34093330
Kyrgyzstan,Asia-Pacific Group,417,KGZ,KG,417,6630623,6735348,6839606,6942679,7043698,7143048,7241167,7338473,7435378,7532492,7630121,7728598,7828069,7928449,8029856,8132208,8235389,8339337,8443502,8547397,8650902,8753624,8855018,8954792,9052936,9149386,9243990,9336496,9426857,9515120,9601490,9685810,9768190,9849016,9928157,10005438,10081142,10155673,10229171,10301746,10373282,10443693,10513060,10581456,10648994,10715304,10780187,10843530,10905136,10965092,11023318,11079848,11134610,11187592,11238660,11287804,11335242,11381092,11425342,11467798,11508748,11548475,11586606,11623181,11658338,11691965,11724191,11755162,11784667,11812510,11838506,11862744,11885448,11905864,11923772,11939676,11953552,11965424,11975365
Tajikistan,Asia-Pacific Group,762,TJK,TJ,762,9952787,10143543,10331514,10516940,10699866,10880747,11060158,11239983,11421430,11604660,11790372,11979028,12170662,12364586,12560173,12757794,12956642,13155611,13354458,13552074,13747564,13940358,14130346,14317447,14501303,14682375,14859804,15032352,15200990,15367372,15531855,15693676,15853358,16011786,16169070,16325692,16481109,16635341,16788782,16940261,17089359,17236234,17380631,17522186,17660472,17795216,17925809,18052171,18175288,18294451,18409327,18520406,18627389,18730900,18831209,18928740,19023907,19116611,19206846,19294340,19378898,19461013,19541282,19619162,19694176,19766202,19835881,19903008,19966478,20026353,20082628,20135255,20184109,20229059,20270461,20308139,20341975,20372301,20398914
Turkmenistan,Asia-Pacific Group,795,TKM,TM,795,6430771,6516100,6598071,6676966,6752978,6826380,6897471,6966778,7034758,7101681,7168236,7234748,7301217,7367830,7434586,7501167,7567351,7632912,7697616,7761736,7824940,7886878,7947372,8005874,8062291,8116436,8168136,8217307,8263833,8308111,8350156,8389932,8427613,8463195,8496990,8529060,8559383,8588444,8616197,8642672,8668180,8692636,8715910,8738158,8759675,8780359,8799874,8818290,8835658,8851796,8866915,8881008,8893838,8905348,8915570,8924350,8931539,8937512,8942502,8946319,8949012,8950685,8951096,8950302,8948262,8945049,8940889,8935688,8929610,8922544,8914422,8905362,8895394,8884512,8872654,8859615,8845456,8830420,8814388
Uzbekistan,Asia-Pacific Group,860,UZB,UZ,860,34627652,35163943,35673803,36159016,36622074,37064740,37491898,37907252,38313228,38710380,39097348,39477006,39851948,40222392,40589997,40955388,41320935,41689808,42061549,42434927,42808672,43181331,43550919,43915921,44274500,44623081,44959113,45282690,45593150,45890520,46175676,46448134,46708095,46954664,47187748,47409179,47618956,47817724,48006705,48186160,48357214,48521030,48677584,48828179,48974083,49114712,49250628,49381780,49509153,49632663,49751969,49866542,49974645,50077875,50177262,50272548,50361977,50444302,50520945,50593462,50660450,50720341,50773092,50818518,50858755,50894189,50923589,50948207,50968172,50981600,50987784,50987325,50980739,50968107,50948655,50921529,50886072,50843100,50794587
China,Asia-Pacific Group,156,CHN,CN,156,1425887337,1425671352,1425178782,1424381924,1423255202,1421809060,1420045580,1417974640,1415605905,1412946005,1410012865,1406810379,1403314815,1399547500,1395546723,1391338420,1386952007,1382367124,1377556938,1372522398,1367267104,1361737251,1355912820,1349756902,1343210240,1336262908,1328873607,1321004205,1312636325,1303756601,1294381091,1284539877,1274244756,1263512555,1252371989,1240879992,1229126156,1217157937,1205020650,1192805228,1180553369,1168316257,1156145638,1144050918,1132053398,1120182122,1108424584,1096787141,1085287617,1073902382,1062612890,1051380906,1040194852,1029035604,1017860468,1006663148,995438005,984185394,972906891,961612985,950338414,939100122,927912386,916808802,905821025,894960252,884243881,873694710,863319536,853111777,843067032,833162188,823380978,813718728,804153594,794673479,785270315,775944429,766673270
"China, Hong Kong SAR",,344,HKG,HK,344,7488865,7491608,7496682,7499791,7500961,7500209,7497463,7492674,7485887,7476879,7465577,7452152,7436708,7419487,7400466,7379746,7357446,7333540,7308138,7281090,7252429,7222400,7191086,7158430,7124458,7089170,7052590,7014690,6975391,6934580,6892056,6847848,6802104,6754880,6706170,6656324,6605570,6553992,6501772,6449159,6396476,6343711,6291079,6238727,6186619,6134740,6082994,6031568,5980534,5929817,5879443,5829598,5780260,5731410,5683202,5635597,5588590,5542351,5496976,5452529,5409182,5367025,5326130,5286408,5247833,5210554,5174634,5140078,5106917,5075115,5044673,5015688,4988166,4962067,4937404,4914239,4892458,4871892,4852441
"China, Macao SAR",,446,MAC,MO,446,695168,704150,713082,721921,730610,739126,747446,755534,763371,770958,778280,785332,792125,798680,805020,811150,817113,822949,828668,834288,839836,845330,850776,856168,861486,866719,871846,876824,881666,886400,891007,895467,899777,903940,907961,911852,915614,919231,922698,926045,929290,932442,935514,938484,941359,944170,946913,949600,952254,954836,957372,959872,962307,964692,967020,969287,971510,973690,975840,977952,980030,982090,984128,986171,988252,990404,992646,995002,997478,1000075,1002842,1005782,1008882,1012145,1015579,1019204,1023016,1027015,1031184
"China, Taiwan Province of China",,158,TWN,TW,158,23893395,23923276,23950213,23974031,23994080,24009993,24021443,24027582,24027999,24021923,24009135,23989011,23960879,23924394,23878755,23824250,23761037,23689050,23608730,23520143,23423626,23320094,23210464,23095226,22974402,22848796,22718573,22583802,22445526,22304342,22160392,22014123,21865866,21715382,21562779,21408127,21251546,21093221,20933349,20772363,20610310,20447271,20283701,20119406,19954141,19788160,19621456,19453750,19285584,19117355,18948842,18779929,18610660,18441499,18273347,18106843,17942243,17780036,17620484,17464029,17311039,17161481,17015878,16874596,16737248,16604035,16475108,16350176,16229639,16113139,16000330,15891726,15787376,15686916,15590180,15497260,15408434,15323545,15241962
Dem. People's Republic of Korea,Asia-Pacific Group,408,PRK,KP,408,26069416,26160821,26244582,26319924,26387425,26446694,26497102,26537870,26569402,26592480,26606610,26611772,26608668,26598048,26579554,26553492,26521434,26484115,26441399,26393590,26341393,26285495,26226715,26165201,26100272,26032162,25960806,25885944,25807197,25724769,25639389,25551077,25460057,25365629,25267753,25167692,25065631,24961267,24854656,24746465,24637689,24527925,24417143,24305828,24194404,24083169,23972107,23861607,23751608,23641751,23532343,23423544,23314573,23205032,23095429,22985842,22876095,22766130,22656033,22546087,22436041,22326143,22216511,22107246,21998415,21889487,21780217,21670618,21561196,21451653,21341875,21232601,21123775,21015249,20906897,20798643,20690465,20582157,20473590
Japan,Asia-Pacific Group,392,JPN,JP,392,123951692,123294513,122631432,121960408,121282488,120600599,119912238,119217097,118514802,117805680,117090082,116368193,115641078,114907058,114164955,113416742,112664566,111910716,111157201,110405207,109654640,108903960,108155545,107412293,106674353,105942538,105216619,104497282,103784357,103076686,102373741,101672959,100969712,100261155,99547978,98829212,98103897,97371456,96631457,95885918,95135942,94381509,93622768,92862515,92104052,91348808,90601494,89863719,89136819,88424325,87727655,87048361,86388769,85749786,85129656,84529212,83948386,83384467,82836599,82305350,81787526,81280426,80784469,80297790,79817820,79344369,78877798,78416133,77959318,77507343,77059254,76615267,76175514,75741100,75310678,74884753,74465690,74051908,73644065
Mongolia,Asia-Pacific Group,496,MNG,MN,496,3398366,3447156,3493629,3537947,3580318,3620933,3660164,3698536,3736326,3773768,3811167,3848847,3887004,3925745,3965042,4004952,4045480,4086469,4127814,4169278,4210687,4251856,4292546,4332666,4372112,4410654,4448092,4484188,4518856,4552140,4583856,4614013,4642836,4670367,4696549,4721575,4745607,4768694,4790896,4812324,4833167,4853453,4873302,4892922,4912310,4931478,4950407,4968896,4986933,5004734,5022174,5039067,5055428,5071311,5086673,5101309,5115192,5128266,5140606,5152278,5163062,5173116,5182677,5191632,5200010,5207950,5215442,5222364,5228768,5234630,5239922,5244604,5248615,5252060,5254834,5256822,5257895,5258061,5257218
Republic of Korea,Asia-Pacific Group,410,KOR,KR,410,51815810,51784059,51741962,51690479,51630818,51561768,51482230,51392506,51290214,51173200,51040364,50890473,50721724,50532568,50324119,50097849,49854467,49594904,49319974,49030284,48727532,48412166,48082602,47738574,47379595,47004125,46610891,46199541,45770874,45326220,44867510,44395474,43911285,43417492,42916240,42410034,41900604,41388859,40877006,40367312,39860019,39355368,38853435,38354346,37858378,37365875,36877691,36394147,35914652,35439357,34969593,34505456,34046974,33594161,33146634,32704324,32267387,31835480,31408278,30986291,30569730,30157775,29750351,29347263,28948531,28554468,28164879,27780463,27402412,27031192,26667488,26312671,25967032,25631307,25305887,24990390,24684886,24389145,24102932
Afghanistan,Asia-Pacific Group,4,AFG,AF,4,41128771,42239854,43372950,44515794,45667550,46827624,47990912,49158072,50330837,51506436,52685458,53866558,55046630,56226856,57410144,58600249,59792941,60985590,62180341,63375847,64572473,65768824,66964990,68161269,69355671,70546052,71729374,72905780,74075234,75237171,76389964,77532235,78663890,79788206,80899832,81998402,83084272,84152304,85205112,86241147,87254854,88248606,89228558,90189815,91131134,92059516,92972912,93861812,94723569,95562570,96383675,97187281,97970493,98732058,99473737,100196491,100896716,101578603,102242085,102881221,103500474,104100265,104677122,105228197,105752837,106254728,106734775,107193820,107630910,108041524,108430416,108801263,109153078,109487141,109802281,110094664,110366921,110621215,110854785
Bangladesh,Asia-Pacific Group,50,BGD,BD,50,171186372,172954319,174701211,176421509,178106136,179751964,181356085,182915578,184424144,185878302,187281026,188629586,189925420,191166614,192347659,193472026,194542147,195558996,196526123,197444714,198317585,199152551,199951236,200709378,201429646,202111722,202751082,203348861,203904900,204414038,204881654,205304626,205678964,206011271,206294833,206522498,206696286,206817842,206887442,206906003,206872404,206782889,206636985,206436846,206189177,205895069,205549080,205155248,204718336,204236615,203709658,203141966,202535002,201891486,201211269,200489912,199729854,198933080,198102576,197240091,196345162,195420633,194464725,193475937,192454928,191408630,190341677,189251652,188142991,187014794,185865478,184699322,183524176,182342108,181152810,179959518,178762530,177563936,176366038
Bhutan,Asia-Pacific Group,64,BTN,BT,64,782455,787425,792382,797334,802260,807151,811997,816781,821498,826118,830618,834984,839181,843199,847046,850697,854140,857356,860331,863045,865482,867622,869441,870966,872205,873151,873814,874192,874294,874155,873776,873176,872368,871329,870050,868559,866860,864935,862791,860430,857835,855014,851959,848644,845082,841289,837246,832958,828443,823685,818686,813474,808089,802532,796810,790926,784900,778782,772581,766300,759975,753626,747275,740939,734634,728384,722207,716102,710082,704156,698303,692522,686830,681222,675688,670235,664871,659602,654430
India,Asia-Pacific Group,356,IND,IN,356,1417173172,1428627663,1441719852,1454606724,1467231210,1479578522,1491671049,1503470598,1514994081,1526208890,1537108035,1547689835,1557919806,1567802259,1577302812,1586438621,1595245783,1603664859,1611676332,1619318360,1626585377,1633430528,1639837771,1645863187,1651513758,1656777045,1661705662,1666284995,1670490595,1674343633,1677872877,1681073169,1683955036,1686563352,1688894376,1690942717,1692704323,1694150260,1695285496,1696121513,1696684915,1696976686,1696961376,1696634194,1695973646,1694997002,1693712649,1692129032,1690230782,1687990291,1685415100,1682564510,1679449251,1676034859,1672328379,1668352090,1664100420,1659592793,1654856931,1649862776,1644678016,1639364772,1633888926,1628242630,1622427556,1616451904,1610366036,1604195811,1597908861,1591484819,1584943121,1578296205,1571569452,1564797337,1557945220,1551000308,1543990229,1536933462,1529850119
Iran (Islamic Republic of),Asia-Pacific Group,364,IRN,IR,364,88550570,89172767,89809781,90410660,90976221,91506852,92005102,92475362,92921017,93343544,93745796,94130484,94501761,94861188,95209476,95548456,95879769,96203069,96518596,96826532,97127583,97421494,97706794,97981000,98240506,98479032,98688812,98865528,99007204,99112400,99177563,99201180,99182264,99119582,99014787,98870205,98686361,98465614,98210620,97925201,97611375,97270729,96905875,96516348,96104921,95675250,95229808,94770146,94297926,93816003,93325847,92828492,92324334,91814864,91303174,90790917,90279071,89769004,89260962,88756462,88257704,87763916,87274584,86792828,86319300,85851326,85388156,84930902,84477212,84025819,83578196,83130842,82682609,82232622,81777234,81316334,80850629,80380848,79906390
Maldives,Asia-Pacific Group,462,MDV,MV,462,523787,521022,517887,515224,513362,512284,511718,511725,512683,514714,517588,520779,523920,526981,529986,532964,535944,538924,541917,544920,547912,550899,553876,556820,559692,562458,565094,567593,569909,572011,573870,575462,576766,577762,578462,578857,578942,578717,578184,577365,576271,574889,573237,571356,569249,566929,564418,561735,558896,555898,552756,549506,546163,542722,539198,535603,531947,528254,524540,520834,517152,513498,509902,506395,503002,499728,496594,493595,490754,488081,485558,483190,480954,478838,476818,474885,473032,471225,469441
Nepal,Asia-Pacific Group,524,NPL,NP,524,30547580,30896590,31240315,31577361,31907071,32228530,32540486,32842036,33133396,33414586,33686386,33948886,34202471,34448817,34687232,34918056,35141522,35357736,35568802,35775609,35977813,36176019,36369545,36557100,36738417,36914245,37084465,37247004,37401366,37548376,37687305,37817371,37938360,38049053,38149244,38238906,38317673,38386566,38446287,38496880,38538330,38569112,38590056,38601800,38603454,38595170,38577090,38549592,38512777,38467055,38412150,38347453,38272946,38189243,38095904,37992269,37878081,37754405,37621963,37480849,37331458,37173722,37007832,36834498,36654349,36467882,36275442,36077470,35875632,35670936,35463618,35254172,35043792,34832625,34620913,34408587,34195393,33982584,33769507
Pakistan,Asia-Pacific Group,586,PAK,PK,586,235824862,240485658,245209816,249948885,254714472,259516159,264344408,269181864,274029836,278894997,283775147,288660900,293546480,298432780,303322829,308188654,313022074,317831136,322595767,327302028,331973561,336630728,341250505,345818946,350343720,354810480,359208125,363535502,367808468,372047758,376240378,380369492,384441394,388462358,392424047,396323426,400165534,403952083,407672068,411316838,414873818,418365296,421784888,425116125,428361004,431506667,434559400,437521942,440386841,443150985,445824064,448403975,450880744,453262112,455561479,457758742,459850287,461858842,463780198,465610272,467366183,469050161,470657541,472183772,473629704,475015708,476352851,477624436,478822764,479951187,481003034,481981546,482893235,483738203,484519108,485241978,485893422,486485530,487017405
Sri Lanka,Asia-Pacific Group,144,LKA,LK,144,21832143,21893579,21949268,22000245,22046386,22087510,22124288,22157456,22186970,22212436,22234271,22252909,22268031,22278745,22285234,22287571,22285270,22277488,22263893,22244994,22220535,22190606,22154591,22112321,22064179,22009917,21950181,21885412,21814985,21739207,21658999,21574573,21486263,21394260,21298669,21200047,21099207,20995891,20889752,20781245,20670566,20557583,20441963,20323834,20203022,20079330,19953220,19824959,19694118,19560333,19424029,19285397,19144097,18999944,18853179,18703876,18551931,18397625,18241134,18082317,17921136,17757732,17592498,17425402,17256391,17085473,16912546,16737442,16560060,16380632,16199412,16016529,15831892,15645482,15457674,15268592,15078382,14887090,14694772
